Client Name,Client Code,Entry Date,Entered by ,Industry,Sub Industry,What do they do,Territory,Pursued Opportunity Value,Incorporation Type,Listed Company,Market Cap,Annual Revenue (QAR),Classification,Employee Strength,IT Employee Strength,Primary Relationship Holder,Secondary Relationship Holder (Pref Economic),Relationship Status,Details are upto date,Related Contacts,Lifetime Value,Priority,Action
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-135592.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-136694.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-137796.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-138898.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-140000,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-141101.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-142203.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-143305.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-144407.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-145509.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-146610.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-147712.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-148814.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-149916.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-151018.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-152120,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-153221.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-154323.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-155425.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-156527.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-157629.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-158730.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-159832.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-160934.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-162036.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-163138.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-164240,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-165341.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-166443.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-167545.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-168647.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-169749.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-170850.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-171952.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-173054.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-174156.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-175258.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-176360,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-177461.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-178563.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-179665.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-180767.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-181869.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-182970.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-184072.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-185174.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-186276.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-187378.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-188480,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-189581.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-190683.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-191785.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-192887.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-193989.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-195090.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-196192.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-197294.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-198396.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-199498.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-200600,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-201701.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-202803.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-203905.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
